interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;measure_1;0;0.02;1;0;-471199746#2;0;0;0.02;1;0.01;44.28;43.88;12.90;5.08;43.90;0.00
0.00;3600.00;measure_1;0;0.28;0;6;-47267161#0;0;0;0.28;6;0.12;5.34;32.03;6.82;15.06;4.21;1.00
0.00;3600.00;measure_1;0;0.09;0;4;-47267161#1;0;0;0.09;4;0.04;4.04;16.15;13.61;1.52;3.69;0.00
0.00;3600.00;measure_1;0;0.10;1;2;-47267161#3;0;0;0.10;3;0.05;5.83;16.93;8.98;6.90;5.48;0.00
0.00;3600.00;measure_1;1;0.24;0;5;-47267191#1;0;0;0.24;4;0.11;7.37;36.67;6.49;6.94;6.57;0.00
0.00;3600.00;measure_1;0;0.23;0;5;-47267191#3;0;0;0.23;5;0.10;8.36;41.81;6.62;7.30;7.60;0.00
0.00;3600.00;measure_1;0;;0;0;-47267401;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-47267419#3;0;0;0.05;2;0.02;13.21;26.41;12.11;2.58;12.47;0.00
0.00;3600.00;measure_1;0;;0;0;-47267579#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-47267579#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.16;0;3;-47267579#3;0;0;0.16;2;0.06;4.29;12.86;6.38;6.26;3.62;0.00
0.00;3600.00;measure_1;0;0.06;1;0;-47267579#4;0;0;0.06;1;0.02;4.03;3.00;4.99;1.98;3.53;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-47267615#0;0;0;0.03;1;0.01;9.02;9.02;10.96;0.77;8.29;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-47267615#2;0;0;0.03;1;0.01;5.92;5.92;10.94;0.91;5.51;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-47269659#0;0;0;0.04;1;0.02;6.30;6.30;7.11;2.81;5.53;0.00
0.00;3600.00;measure_1;0;;0;0;-47269659#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.15;0;4;-47270014;0;0;0.15;4;0.07;8.82;35.26;7.77;9.53;6.94;0.00
0.00;3600.00;measure_1;0;0.02;1;0;-47492777#3;0;0;0.02;1;0.01;45.81;45.38;11.99;6.59;45.01;0.00
0.00;3600.00;measure_1;0;;0;0;-47492777#4;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;-47702055#0;0;0;0.03;1;0.01;7.80;7.80;9.91;1.22;6.61;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-47702055#1;0;0;0.03;1;0.01;8.71;8.71;10.99;0.82;8.27;0.00
0.00;3600.00;measure_1;0;;0;0;-48133023#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.05;0;2;-48133023#1;0;0;0.05;1;0.02;13.48;26.95;12.18;2.02;12.91;0.00
0.00;3600.00;measure_1;1;0.19;0;4;-48133024;0;0;0.19;3;0.08;3.36;13.43;7.24;5.92;2.57;0.00
0.00;3600.00;measure_1;0;0.10;0;3;-48133026;0;0;0.10;3;0.04;6.43;19.30;9.14;4.37;5.68;0.00
0.00;3600.00;measure_1;0;0.12;0;3;-48133027#0;0;0;0.12;3;0.05;5.24;15.72;8.12;5.43;4.56;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48133027#1;0;0;0.03;1;0.01;6.10;6.10;11.30;1.09;5.71;0.00
0.00;3600.00;measure_1;0;;0;0;-48133027#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-48133029;0;0;0.04;1;0.02;4.44;4.44;8.71;1.48;3.75;0.00
0.00;3600.00;measure_1;0;;0;0;-48133030#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.52;0;16;-48133031#0;0;0;0.52;16;0.25;16.46;263.31;8.78;85.13;15.39;46.00
0.00;3600.00;measure_1;0;0.44;0;15;-48133031#1;0;0;0.44;15;0.18;2.72;40.77;11.35;6.23;2.32;0.00
0.00;3600.00;measure_1;0;0.22;2;1;-48133032;0;0;0.22;3;0.09;5.44;13.83;4.11;8.76;4.08;0.00
0.00;3600.00;measure_1;0;;0;0;-48133033;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.14;0;3;-48133034#0;0;0;0.14;3;0.06;4.93;14.78;7.07;5.11;4.21;0.00
0.00;3600.00;measure_1;0;0.10;0;3;-48133034#1;0;0;0.10;3;0.05;9.50;28.49;8.85;4.74;8.57;0.00
0.00;3600.00;measure_1;1;0.40;1;1;-48133035#0;0;0;0.40;1;0.07;2.51;3.31;2.92;1.74;0.38;0.00
0.00;3600.00;measure_1;0;1.18;0;3;-48133035#1;0;0;1.18;3;0.11;1.68;5.03;3.69;1.82;0.49;0.00
0.00;3600.00;measure_1;0;;0;0;-48133036;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48133037;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;6;0.56;1;14;-48133038#0;0;0;0.56;9;0.25;6.72;99.21;8.07;32.40;5.96;1.00
0.00;3600.00;measure_1;0;0.28;0;8;-48133038#2;0;0;0.28;8;0.12;5.01;40.05;8.97;10.59;4.33;0.00
0.00;3600.00;measure_1;0;4.08;0;5;-48133038#3;0;0;4.08;5;0.08;0.59;2.94;8.85;0.79;0.03;0.00
0.00;3600.00;measure_1;0;0.15;1;3;-48133038#4;0;0;0.15;4;0.06;2.96;11.26;8.93;3.78;2.53;0.00
0.00;3600.00;measure_1;1;0.10;0;3;-48133038#5;0;0;0.10;2;0.04;4.46;13.37;9.25;3.72;4.05;0.00
0.00;3600.00;measure_1;0;;0;0;-48133039#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.31;0;1;-48133040#0;0;0;0.31;1;0.04;1.93;1.93;3.49;0.75;0.46;0.00
0.00;3600.00;measure_1;0;0.08;0;1;-48133040#1;0;0;0.08;1;0.02;2.74;2.74;5.48;1.45;2.07;0.00
0.00;3600.00;measure_1;0;0.05;0;1;-48133041#0;0;0;0.05;1;0.02;3.68;3.68;7.36;1.51;2.95;0.00
0.00;3600.00;measure_1;19;1.67;1;19;-48133041#1;0;0;1.67;1;0.47;2.48;39.87;4.68;25.73;1.55;0.00
0.00;3600.00;measure_1;0;0.10;0;1;-48133043;0;0;0.10;1;0.02;1.69;1.69;5.65;0.48;0.80;0.00
0.00;3600.00;measure_1;0;;0;0;-48133044#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-48133045#0;0;0;0.04;1;0.02;5.11;5.11;7.67;1.61;3.60;0.00
0.00;3600.00;measure_1;0;0.08;0;1;-48133045#1;0;0;0.08;1;0.02;2.80;2.80;5.22;1.21;2.08;0.00
0.00;3600.00;measure_1;0;;0;0;-48133046;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-481841031;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.10;1;1;-48348882#0;0;0;0.10;2;0.04;5.13;9.45;6.28;4.51;4.37;0.00
0.00;3600.00;measure_1;0;0.32;0;1;-48348882#1;0;0;0.32;1;0.03;1.48;1.48;4.24;0.89;0.38;0.00
0.00;3600.00;measure_1;0;2.46;1;0;-48348883#1;0;0;2.46;1;0.05;1.74;1.68;2.97;1.29;;0.00
0.00;3600.00;measure_1;0;;0;0;-48348884;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48348885;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48348886;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;1;0;-48348887;0;0;0.03;1;0.02;13.38;12.81;8.98;4.84;12.78;0.00
0.00;3600.00;measure_1;0;0.08;1;1;-48348888;0;0;0.08;2;0.04;8.15;15.61;7.37;6.22;7.35;0.00
0.00;3600.00;measure_1;0;0.07;1;1;-48348889;0;0;0.07;2;0.03;8.13;15.63;7.93;6.17;7.41;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48348891;0;0;0.03;1;0.01;10.55;10.55;9.07;3.34;9.90;0.00
0.00;3600.00;measure_1;1;2.99;0;2;-48348892#0;0;0;2.99;1;0.06;1.39;2.16;3.73;1.02;0.04;0.00
0.00;3600.00;measure_1;0;0.13;0;1;-48348892#1;0;0;0.13;1;0.03;2.23;2.23;4.40;0.88;1.03;0.00
0.00;3600.00;measure_1;0;;0;0;-48348893#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48348893#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48348894;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.07;0;1;-48348895;0;0;0.07;0;0.02;2.81;1.99;4.44;1.43;1.75;0.00
0.00;3600.00;measure_1;0;0.04;1;0;-48352343;0;0;0.04;1;0.02;8.75;7.92;6.17;4.53;8.09;0.00
0.00;3600.00;measure_1;0;;0;0;-48427744#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427744#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427745;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.15;0;1;-48427746#1;0;0;1.15;1;0.02;0.83;0.83;6.28;0.56;0.03;0.00
0.00;3600.00;measure_1;0;;0;0;-48427746#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.18;0;6;-48427748#2;0;0;0.18;6;0.09;21.14;126.84;9.49;34.12;19.94;12.00
0.00;3600.00;measure_1;0;0.16;0;5;-48427748#3;0;0;0.16;5;0.07;3.97;19.85;9.83;4.77;3.47;0.00
0.00;3600.00;measure_1;0;0.07;0;2;-48427748#4;0;0;0.07;2;0.03;3.54;7.08;9.24;2.34;3.13;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-48427748#5;0;0;0.02;1;0.01;9.00;9.00;13.03;0.48;8.61;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-48427748#6;0;0;0.04;1;0.02;6.18;6.18;7.23;2.13;5.11;0.00
0.00;3600.00;measure_1;0;;0;0;-48427750#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427750#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427751;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;0;1;-48427752;0;0;0.07;1;0.03;10.63;10.63;4.41;7.01;8.71;3.00
0.00;3600.00;measure_1;0;;0;0;-48427753#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427753#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.06;0;1;-48427753#2;0;0;0.06;1;0.02;3.60;3.60;5.84;1.74;2.76;0.00
0.00;3600.00;measure_1;0;;0;0;-48427754;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.76;0;1;-48427755#0;0;0;1.76;1;0.06;2.09;2.09;2.55;1.14;0.07;0.00
0.00;3600.00;measure_1;0;;0;0;-48427755#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427756#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427756#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.17;0;188;-48427757#0;0;0;2.17;188;1.04;4.97;934.17;25.05;80.49;4.77;0.00
0.00;3600.00;measure_1;0;2.98;1;187;-48427757#1;0;0;2.98;188;1.17;1.04;194.85;22.34;36.05;0.82;0.00
0.00;3600.00;measure_1;0;;0;0;-48427758#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;1.95;0;2;-48427758#1;0;0;1.95;1;0.04;1.23;1.40;4.22;0.57;0.08;0.00
0.00;3600.00;measure_1;0;;0;0;-48427759#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427759#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48427760#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.39;0;1;-48427760#1;0;0;1.39;1;0.03;1.00;1.00;5.20;0.25;0.06;0.00
0.00;3600.00;measure_1;0;0.37;1;0;-48427764;0;0;0.37;1;0.04;2.02;1.63;3.07;1.00;;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-48427765#0;0;0;0.04;1;0.02;6.28;6.28;7.55;2.42;5.47;0.00
0.00;3600.00;measure_1;0;;0;0;-48427765#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.28;1;0;-48427766;0;0;2.28;1;0.04;1.71;1.64;3.05;1.03;;0.00
0.00;3600.00;measure_1;1;0.35;0;2;-48427767;0;0;0.35;1;0.06;1.70;3.11;4.40;2.07;0.69;0.00
0.00;3600.00;measure_1;0;12.13;0;432;-48499798#5;0;0;12.13;430;5.99;54.17;23349.75;9.96;5726.75;53.65;1722.00
0.00;3600.00;measure_1;0;4.54;0;100;-48587081#1;0;0;4.54;92;2.09;11.53;1106.89;6.31;836.29;10.53;116.00
0.00;3600.00;measure_1;0;;0;0;-48611613#4;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48611613#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-48612834#1;0;0;0.05;2;0.02;10.94;21.88;11.26;3.52;10.29;0.00
0.00;3600.00;measure_1;0;0.05;0;1;-48630977;0;0;0.05;1;0.02;4.34;4.34;6.92;1.82;3.83;0.00
0.00;3600.00;measure_1;0;;0;0;-48630978;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48630982;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.22;1;0;-48674606#0;0;0;0.22;1;0.05;3.29;2.14;2.34;0.85;;0.00
0.00;3600.00;measure_1;0;0.14;0;1;-48674606#1;0;0;0.14;1;0.03;1.66;1.66;4.94;0.63;0.74;0.00
0.00;3600.00;measure_1;0;;0;0;-48674611;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.37;0;5;-48674613#0;0;0;1.37;5;0.22;2.27;11.36;3.22;4.60;0.68;0.00
0.00;3600.00;measure_1;0;;0;0;-48677110#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48677110#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48677113;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.13;1;8;-4884447#1;0;0;0.13;9;0.06;12.38;111.15;19.11;14.98;12.08;0.00
0.00;3600.00;measure_1;0;0.06;0;5;-4884447#4;0;0;0.06;5;0.03;87.93;439.64;23.08;12.88;87.71;0.00
0.00;3600.00;measure_1;0;0.09;0;5;-4884447#5;0;0;0.09;5;0.04;1.61;8.06;19.12;1.17;1.34;0.00
0.00;3600.00;measure_1;0;0.44;1;1;-48853033#0;0;0;0.44;2;0.09;2.73;4.48;2.87;2.13;0.78;0.00
0.00;3600.00;measure_1;0;0.23;0;1;-48853033#1;0;0;0.23;1;0.03;1.29;1.29;5.07;0.87;0.40;0.00
0.00;3600.00;measure_1;0;;0;0;-48853037;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.13;0;1;-48853038#0;0;0;0.13;1;0.04;3.11;3.11;3.76;1.49;1.08;0.00
0.00;3600.00;measure_1;0;;0;0;-48853038#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;1;1;-48853040;0;0;0.05;2;0.03;17.53;34.57;10.54;9.15;16.70;0.00
0.00;3600.00;measure_1;0;;0;0;-48853041;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-48853042;0;0;0.05;2;0.03;10.55;21.10;10.66;5.16;9.87;0.00
0.00;3600.00;measure_1;0;;0;0;-48853046#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.25;0;1;-48853046#1;0;0;0.25;0;0.03;1.47;1.16;4.28;0.79;0.35;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48853051#0;0;0;0.03;1;0.01;20.35;20.35;10.61;2.31;19.54;0.00
0.00;3600.00;measure_1;0;;0;0;-48853051#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.07;0;2;-48853053#1;0;0;0.07;1;0.03;7.14;13.93;8.64;4.19;6.54;0.00
0.00;3600.00;measure_1;0;;0;0;-48853056#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48853056#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48853058;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;-48853061#0;0;0;0.03;1;0.01;12.38;12.38;10.62;1.07;11.57;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48853061#1;0;0;0.03;1;0.01;3.98;3.98;9.64;0.83;3.54;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48853062;0;0;0.03;1;0.01;12.29;12.29;10.80;1.79;11.15;0.00
0.00;3600.00;measure_1;0;0.12;0;3;-48853069;0;0;0.12;3;0.05;5.96;17.88;7.91;5.25;5.05;0.00
0.00;3600.00;measure_1;0;;0;0;-48853071#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.09;0;3;-48853071#1;0;0;0.09;3;0.04;7.53;22.58;9.96;3.79;6.67;0.00
0.00;3600.00;measure_1;0;0.17;0;1;-48853071#2;0;0;0.17;1;0.02;1.22;1.22;5.73;0.60;0.39;0.00
0.00;3600.00;measure_1;0;0.86;0;2;-48853072;0;0;0.86;2;0.07;1.52;3.04;3.94;1.99;0.34;0.00
0.00;3600.00;measure_1;0;0.32;1;1;-48853076#0;0;0;0.32;2;0.07;2.62;4.15;3.27;1.96;0.54;0.00
0.00;3600.00;measure_1;0;0.32;1;0;-48853076#1;0;0;0.32;1;0.05;2.51;1.89;2.64;1.45;;0.00
0.00;3600.00;measure_1;0;;0;0;-488531329#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48903356;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48903363;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;3.21;0;296;-48905469;0;0;3.21;294;1.57;7.99;2350.97;26.09;121.52;7.80;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48908023;0;0;0.03;1;0.01;9.62;9.62;10.31;1.75;8.80;0.00
0.00;3600.00;measure_1;0;;0;0;-48908318#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;1;0;-48976735;0;0;0.03;1;0.01;11.25;10.71;9.53;3.24;10.89;0.00
0.00;3600.00;measure_1;1;0.25;0;5;-48976736#0;0;0;0.25;4;0.10;3.90;19.52;6.88;8.97;3.14;0.00
0.00;3600.00;measure_1;0;2.56;0;2;-48976736#2;0;0;2.56;2;0.05;0.92;1.85;5.64;1.12;0.04;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48976737#1;0;0;0.03;1;0.01;9.25;9.25;11.45;1.62;8.44;0.00
0.00;3600.00;measure_1;0;0.42;0;16;-48976739#3;0;0;0.42;16;0.19;8.66;138.50;11.24;25.18;8.23;0.00
0.00;3600.00;measure_1;0;;0;0;-48976740#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.33;1;190;-48976741#0;0;0;2.33;191;1.09;3.10;592.71;24.38;60.79;2.90;0.00
0.00;3600.00;measure_1;0;2.29;0;190;-48976741#1;0;0;2.29;190;1.07;3.21;609.37;24.56;59.22;3.01;0.00
0.00;3600.00;measure_1;0;2.26;0;191;-48976741#3;0;0;2.26;191;1.09;5.99;1144.91;24.35;120.63;5.77;8.00
0.00;3600.00;measure_1;0;2.79;0;191;-48976741#4;0;0;2.79;191;1.06;0.84;161.10;24.97;13.50;0.64;0.00
0.00;3600.00;measure_1;1;2.26;0;193;-48976741#5;0;0;2.26;192;1.07;4.11;793.31;24.93;66.05;3.91;0.00
0.00;3600.00;measure_1;0;2.67;1;0;-48976742#0;0;0;2.67;1;0.05;2.00;1.92;2.60;1.00;;0.00
0.00;3600.00;measure_1;0;;0;0;-48976742#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48976742#6;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.36;0;10;-48976743#1;0;0;0.36;10;0.15;3.40;34.05;9.28;6.95;2.67;0.00
0.00;3600.00;measure_1;0;0.31;1;7;-48976743#2;0;0;0.31;8;0.12;1.82;14.02;9.62;4.61;1.36;0.00
0.00;3600.00;measure_1;0;0.10;0;4;-48976743#6;0;0;0.10;4;0.05;4.34;17.38;11.76;3.58;4.00;0.00
0.00;3600.00;measure_1;0;;0;0;-48976744;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;8;8.56;1;9;-48976745;0;0;8.56;2;0.16;1.63;6.16;3.19;4.00;0.07;0.00
0.00;3600.00;measure_1;0;0.08;0;3;-48976747;0;0;0.08;3;0.04;11.60;34.79;11.33;7.64;10.84;0.00
0.00;3600.00;measure_1;0;;0;0;-48976748#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48976748#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;1;0;-48976748#2;0;0;0.07;1;0.03;4.94;3.69;4.07;1.99;4.33;0.00
0.00;3600.00;measure_1;0;;0;0;-48976749;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-48976750#0;0;0;0.04;1;0.02;5.42;5.42;8.45;1.34;4.59;0.00
0.00;3600.00;measure_1;1;0.05;0;1;-48976750#1;0;0;0.05;0;0.02;4.12;4.12;7.13;1.69;3.66;0.00
0.00;3600.00;measure_1;0;;0;0;-48976751#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;1;0;-48976751#1;0;0;0.08;1;0.03;3.37;1.86;3.37;0.83;2.81;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-48981681;0;0;0.03;1;0.01;11.11;11.11;9.91;2.75;10.40;0.00
0.00;3600.00;measure_1;7;0.16;0;7;-48981684#0;0;0;0.16;0;0.08;15.83;109.91;12.43;8.38;15.43;0.00
0.00;3600.00;measure_1;0;0.18;0;7;-48981685#0;0;0;0.18;7;0.08;6.19;43.33;11.73;5.58;5.70;0.00
0.00;3600.00;measure_1;0;0.16;0;7;-48981685#1;0;0;0.16;7;0.08;14.64;102.51;12.49;7.41;14.24;0.00
0.00;3600.00;measure_1;0;0.18;0;7;-48981685#2;0;0;0.18;7;0.08;4.32;30.26;11.91;3.49;3.93;0.00
0.00;3600.00;measure_1;0;0.31;0;7;-48981686;0;0;0.31;7;0.13;3.05;21.32;7.96;6.72;2.41;0.00
0.00;3600.00;measure_1;0;0.06;1;1;-48981688#1;0;0;0.06;2;0.03;17.76;35.00;9.73;8.88;16.34;0.00
0.00;3600.00;measure_1;0;;0;0;-48981690#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48981692#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48981693#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48981693#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-48981698;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;1;0;-48981699#0;0;0;0.03;1;0.01;15.41;14.87;9.39;3.94;14.93;0.00
0.00;3600.00;measure_1;0;;0;0;-48981702;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-48981704#1;0;0;0.04;1;0.02;22.18;22.18;8.03;2.69;21.45;0.00
0.00;3600.00;measure_1;0;;0;0;-49013268#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-49023011;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.02;0;1;-49023012;0;0;0.02;1;0.01;15.06;15.06;14.62;0.76;14.73;0.00
0.00;3600.00;measure_1;0;0.55;0;33;-49023017;0;0;0.55;33;0.26;9.44;311.51;17.19;74.26;9.15;0.00
0.00;3600.00;measure_1;0;0.06;0;2;-49023018;0;0;0.06;2;0.03;6.08;12.16;10.14;2.36;5.38;0.00
0.00;3600.00;measure_1;0;0.02;1;0;-49023019;0;0;0.02;1;0.01;23.30;22.89;12.30;4.45;22.80;0.00
0.00;3600.00;measure_1;1;0.48;0;5;-49023020#1;0;0;0.48;4;0.23;19.70;97.69;3.11;73.07;18.43;52.00
0.00;3600.00;measure_1;0;0.09;2;1;-49023020#2;0;0;0.09;3;0.04;13.99;40.85;9.13;10.66;13.35;0.00
0.00;3600.00;measure_1;0;;0;0;-49023020#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-49023020#4;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.23;0;7;-49023020#6;0;0;0.23;7;0.11;11.11;77.80;8.96;23.52;10.37;0.00
0.00;3600.00;measure_1;0;0.14;0;4;-49023021#0;0;0;0.14;4;0.06;4.31;17.22;9.37;2.46;3.50;0.00
0.00;3600.00;measure_1;0;0.14;1;3;-49023021#1;0;0;0.14;4;0.06;4.95;19.23;8.99;5.03;4.18;0.00
0.00;3600.00;measure_1;0;0.14;0;3;-49023021#2;0;0;0.14;3;0.05;2.62;7.87;8.02;2.84;2.12;0.00
0.00;3600.00;measure_1;0;;0;0;-49023023#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-49023023#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-49023023#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;-49023023#4;0;0;0.03;1;0.01;8.20;8.20;9.65;1.50;7.39;0.00
0.00;3600.00;measure_1;0;0.43;0;29;-49023024#0;0;0;0.43;29;0.20;3.56;103.18;19.94;6.21;3.31;0.00
0.00;3600.00;measure_1;0;0.52;0;28;-49023024#2;0;0;0.52;28;0.25;8.69;243.44;15.43;67.77;8.45;0.00
0.00;3600.00;measure_1;0;;0;0;-49023190#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-49023190#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;1;-49023652#0;0;0;0.05;1;0.02;4.33;4.33;7.04;1.26;3.41;0.00
0.00;3600.00;measure_1;0;1.95;0;1;-49023652#1;0;0;1.95;1;0.04;1.41;1.41;3.70;0.98;0.07;0.00
0.00;3600.00;measure_1;1;0.07;0;3;-49066038;0;0;0.07;2;0.03;10.61;31.82;11.81;5.34;10.19;0.00
0.00;3600.00;measure_1;0;;0;0;-490697944;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;7;0.41;1;10;-49231937;0;0;0.41;4;0.18;6.33;68.02;8.08;23.45;5.78;0.00
0.00;3600.00;measure_1;0;0.10;1;0;-49231938#0;0;0;0.10;1;0.04;7.31;5.50;2.83;2.90;5.08;0.00
0.00;3600.00;measure_1;0;0.08;0;2;-49231938#1;0;0;0.08;2;0.04;7.02;14.04;7.25;4.33;6.16;0.00
0.00;3600.00;measure_1;0;;0;0;-49231939#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-49231939#1;0;0;0.04;1;0.02;10.14;10.14;8.08;2.35;9.21;0.00
