interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;measure_1;0;0.11;0;2;15901622;0;0;0.11;2;0.04;4.61;9.21;6.35;3.91;3.74;0.00
0.00;3600.00;measure_1;0;;0;0;15902812;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;15904838;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;15905200;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;159197953#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;159197960;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.06;0;1;159197965;0;0;0.06;1;0.02;3.36;3.36;5.92;1.31;2.65;0.00
0.00;3600.00;measure_1;0;0.12;0;2;159197977;0;0;0.12;2;0.05;3.82;7.63;5.96;3.77;3.05;0.00
0.00;3600.00;measure_1;0;5.09;1;206;159215089;0;0;5.09;205;2.40;7.38;1518.42;11.90;142.78;6.95;0.00
0.00;3600.00;measure_1;0;5.57;0;206;159215106;0;0;5.57;191;2.75;53.45;10724.50;10.10;2385.45;52.39;504.00
0.00;3600.00;measure_1;0;0.85;0;44;159215112#1;0;0;0.85;44;0.34;1.45;63.69;17.75;8.06;1.15;0.00
0.00;3600.00;measure_1;0;0.65;0;44;159215112#2;0;0;0.65;44;0.31;6.01;264.30;19.65;28.50;5.75;0.00
0.00;3600.00;measure_1;0;2.52;148;43;159215112#3;0;0;2.52;190;1.21;3.68;659.28;21.11;33.05;3.44;0.00
0.00;3600.00;measure_1;0;3.74;1;188;159215112#5;0;0;3.74;188;1.80;11.97;2255.62;14.42;735.39;11.37;234.00
0.00;3600.00;measure_1;0;21.00;0;869;160119611#1;500;500;10.50;855;5.19;37.40;32288.76;11.55;4141.44;36.90;0.00
0.00;3600.00;measure_1;211;28.28;0;1081;160119619;14;14;14.14;869;6.55;6.97;7512.95;11.30;1103.72;6.56;0.00
0.00;3600.00;measure_1;0;266.67;0;1039;160119621#0;9;9;133.33;1039;20.23;1.48;1521.27;3.50;1119.24;0.12;216.47
0.00;3600.00;measure_1;0;133.40;0;998;160119621#1;96;96;66.70;994;26.24;9.16;9066.60;2.61;7211.06;7.29;1939.32
0.00;3600.00;measure_1;0;1.03;0;62;160119624;0;0;1.03;62;0.50;12.63;783.05;17.13;186.67;12.12;1.00
0.00;3600.00;measure_1;0;0.96;1;61;160119624-AddedOnRampEdge;42;42;0.48;62;0.23;5.25;324.99;18.96;51.15;4.99;0.00
0.00;3600.00;measure_1;0;0.11;0;1;160119663;0;0;0.11;1;0.03;2.79;2.79;4.38;0.47;1.35;0.00
0.00;3600.00;measure_1;0;0.08;1;0;160119664#0;0;0;0.08;1;0.03;3.72;2.17;3.29;1.28;3.62;0.00
0.00;3600.00;measure_1;0;;0;0;160119664#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;160119665#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;160119665#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.11;1;0;160119666;0;0;0.11;1;0.04;7.06;5.05;2.53;2.90;4.82;0.00
0.00;3600.00;measure_1;0;1.34;0;22;160119667#0;0;0;1.34;22;0.56;4.37;96.09;5.71;58.00;3.50;2.00
0.00;3600.00;measure_1;0;1.60;1;22;160119667#1;0;0;1.60;23;0.58;3.00;68.12;5.59;28.48;2.07;0.00
0.00;3600.00;measure_1;0;33.24;1;855;160126306#0;39;39;16.62;855;5.66;1.51;1287.50;10.46;271.65;1.02;1.00
0.00;3600.00;measure_1;0;33.01;0;802;160126306#1;92;92;16.50;801;7.00;4.47;3574.28;7.85;1452.64;3.71;176.00
0.00;3600.00;measure_1;0;115.58;1;804;160126306#2;50;50;57.79;805;10.92;1.32;1056.84;5.71;600.89;0.68;227.00
0.00;3600.00;measure_1;0;15.98;1;250;160126306#3;29;29;7.99;250;3.14;4.28;1063.47;5.49;620.47;3.09;135.00
0.00;3600.00;measure_1;0;63.00;0;627;160126306#4;90;90;31.50;627;7.90;1.55;957.14;5.95;528.04;0.82;79.00
0.00;3600.00;measure_1;0;18.12;1;451;160126309;0;0;9.06;452;3.52;2.54;1148.13;8.89;375.91;1.97;3.00
0.00;3600.00;measure_1;0;;0;0;160126312;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;19.67;0;375;160126314;43;43;9.83;374;4.05;4.38;1633.23;6.41;848.27;3.48;112.00
0.00;3600.00;measure_1;0;26.34;0;388;160126317#0;2;2;13.17;388;3.13;1.12;434.28;8.55;204.35;0.57;0.00
0.00;3600.00;measure_1;0;4.38;0;69;160126317#1;6;6;2.19;69;0.81;3.94;271.18;5.63;154.41;2.55;24.00
0.00;3600.00;measure_1;15;0.87;0;18;160126320;1;1;0.43;3;0.12;1.06;17.63;10.06;3.82;0.58;0.00
0.00;3600.00;measure_1;0;7.97;0;298;160126323#0;0;0;3.98;297;1.71;2.96;878.87;12.03;77.86;2.56;0.00
0.00;3600.00;measure_1;0;8.62;0;297;160126323#1;578;578;2.16;297;0.99;6.90;2047.89;10.29;420.97;6.13;8.00
0.00;3600.00;measure_1;0;27.29;0;674;160126325;5;5;13.65;673;5.68;3.72;2501.74;8.19;929.83;3.07;325.00
0.00;3600.00;measure_1;0;0.73;1;18;160126327;4;4;0.37;19;0.12;1.38;25.45;10.62;4.68;0.92;0.00
0.00;3600.00;measure_1;0;0.69;0;24;160126328;4;4;0.34;24;0.13;1.48;33.84;12.62;1.90;1.08;0.00
0.00;3600.00;measure_1;0;2.07;0;92;160132537#0;14;14;1.03;92;0.48;7.32;673.01;13.03;254.64;6.74;0.00
0.00;3600.00;measure_1;0;0.88;0;14;160132538;0;0;0.88;14;0.28;1.92;26.85;7.01;13.72;1.19;0.00
0.00;3600.00;measure_1;0;;0;0;160132540;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.11;0;2;160132545;0;0;0.11;1;0.03;1.54;2.78;7.82;0.18;0.91;0.00
0.00;3600.00;measure_1;0;0.15;0;2;160132546;0;0;0.15;2;0.03;1.01;2.02;8.63;0.17;0.45;0.00
0.00;3600.00;measure_1;0;1.55;0;23;160132548#0;0;0;1.55;23;0.38;1.15;26.53;8.47;6.47;0.59;0.00
0.00;3600.00;measure_1;0;0.14;0;3;160132548#1;0;0;0.14;3;0.05;1.83;5.48;8.65;0.49;1.23;0.00
0.00;3600.00;measure_1;0;;0;0;160837807#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;160837807#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;5.21;0;172;160839143;0;0;2.61;172;1.16;3.94;677.51;10.43;400.91;3.44;0.00
0.00;3600.00;measure_1;0;;0;0;160839146#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.53;0;12;160839153#0;0;0;0.53;12;0.25;12.06;144.68;6.71;69.60;11.20;0.00
0.00;3600.00;measure_1;0;0.72;0;12;160839162;0;0;0.72;12;0.25;2.25;27.02;6.84;12.96;1.58;0.00
0.00;3600.00;measure_1;0;0.09;0;3;16085955#0;0;0;0.09;3;0.04;7.10;21.31;9.67;5.19;6.43;0.00
0.00;3600.00;measure_1;0;0.03;0;1;16085955#2;0;0;0.03;1;0.01;5.48;5.48;9.85;0.65;4.48;0.00
0.00;3600.00;measure_1;0;;0;0;16085955#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;16085994#0;0;0;0.05;2;0.02;8.98;17.96;11.73;3.60;8.55;0.00
0.00;3600.00;measure_1;1;3.17;0;2;16085994#1;0;0;3.17;1;0.05;0.97;1.94;5.34;0.41;0.03;0.00
0.00;3600.00;measure_1;0;;0;0;16086012;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.99;0;37;16086030#0;0;0;1.99;37;0.91;13.39;495.51;5.54;259.62;11.80;0.00
0.00;3600.00;measure_1;0;;0;0;16086030#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;1;0;16086030#2;0;0;0.08;1;0.03;4.78;3.37;3.62;1.81;3.91;0.00
0.00;3600.00;measure_1;0;0.13;1;1;16086030#3;0;0;0.13;2;0.05;5.95;10.84;4.85;5.09;5.00;0.00
0.00;3600.00;measure_1;0;;0;0;16086042;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;16086069#0;0;0;0.03;1;0.01;4.66;4.66;10.86;1.37;4.17;0.00
0.00;3600.00;measure_1;0;0.32;1;1;16086069#1;0;0;0.32;2;0.07;2.46;3.92;3.42;1.34;0.53;0.00
0.00;3600.00;measure_1;0;;0;0;16086073;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16086129;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16086197;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;2;0;16098572#0;0;0;0.05;2;0.02;67.85;134.83;11.71;14.09;66.15;0.00
0.00;3600.00;measure_1;1;0.25;0;1;16099083;0;0;0.25;0;0.02;0.95;0.95;6.35;0.47;0.18;0.00
0.00;3600.00;measure_1;0;6.98;455;68;161131237;446;446;3.49;522;1.69;7.46;3787.08;20.88;777.07;7.07;19.00
0.00;3600.00;measure_1;0;0.80;0;30;161131239#0;0;0;0.80;30;0.33;2.22;66.73;12.65;5.76;1.82;0.00
0.00;3600.00;measure_1;0;0.91;0;32;161131239#1;0;0;0.91;32;0.43;10.27;328.74;10.24;77.44;9.56;0.00
0.00;3600.00;measure_1;0;13.43;0;133;161921017;0;0;13.43;133;2.34;0.97;129.53;7.89;24.63;0.34;0.00
0.00;3600.00;measure_1;0;;0;0;162280058;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;162280059;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;5.74;0;309;162480878#0;0;0;5.74;309;2.72;7.43;2296.76;15.62;663.92;7.17;0.00
0.00;3600.00;measure_1;0;13.43;0;255;162480893;0;0;13.43;255;5.29;3.02;770.44;6.93;465.28;2.33;5.00
0.00;3600.00;measure_1;0;;0;0;162618988;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;4.48;0;304;162618989#0;0;0;4.48;304;2.10;3.88;1179.35;20.14;99.96;3.63;0.00
0.00;3600.00;measure_1;1;4.88;0;304;162618989#1;0;0;4.88;303;2.10;1.80;548.38;20.06;48.36;1.55;0.00
0.00;3600.00;measure_1;0;4.52;0;303;162618989#2;0;0;4.52;303;2.22;18.44;5587.97;18.89;784.61;18.05;7.00
0.00;3600.00;measure_1;0;11.21;0;301;162618989#5;0;0;11.21;301;5.15;6.89;2072.52;8.18;1284.37;6.20;44.00
0.00;3600.00;measure_1;1;0.42;1;1;16277855#0;0;0;0.42;1;0.07;1.94;3.26;3.69;2.41;0.60;0.00
0.00;3600.00;measure_1;0;0.10;0;2;16277855#1;0;0;0.10;2;0.04;3.72;7.44;7.04;3.04;3.04;0.00
0.00;3600.00;measure_1;1;0.06;1;1;16277855#2;0;0;0.06;1;0.03;10.85;21.15;9.52;5.78;9.78;0.00
0.00;3600.00;measure_1;0;;0;0;16277867#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16277867#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16277887#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;0;3;16277951#0;0;0;0.08;3;0.04;13.88;41.64;11.03;6.98;12.97;0.00
0.00;3600.00;measure_1;0;;0;0;16277951#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;2;0.08;0;2;16277979#0;0;0;0.08;0;0.03;5.10;10.19;8.28;4.31;4.72;0.00
0.00;3600.00;measure_1;0;;0;0;16277979#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278031;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278034#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278039#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278039#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;16278061#0;0;0;0.03;1;0.01;4.39;4.39;10.38;0.79;3.98;0.00
0.00;3600.00;measure_1;0;0.03;0;1;16278061#1;0;0;0.03;1;0.01;8.25;8.25;11.42;0.80;7.75;0.00
0.00;3600.00;measure_1;0;0.04;0;1;16278061#5;0;0;0.04;1;0.02;5.64;5.64;8.58;1.47;4.83;0.00
0.00;3600.00;measure_1;0;0.08;1;0;16278067#0;0;0;0.08;1;0.03;3.65;2.16;3.43;1.62;3.31;0.00
0.00;3600.00;measure_1;0;0.06;0;1;16278067#1;0;0;0.06;1;0.02;2.37;2.37;6.56;0.79;1.65;0.00
0.00;3600.00;measure_1;0;;0;0;16278067#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278067#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278072#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278072#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278082#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278082#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278097;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16278114#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;29.08;1;399;162799385;0;0;29.08;389;14.20;27.35;10785.53;3.95;7598.96;26.82;5756.00
0.00;3600.00;measure_1;0;0.02;0;1;16281939#0;0;0;0.02;1;0.01;9.29;9.29;12.83;1.21;8.86;0.00
0.00;3600.00;measure_1;0;0.16;0;1;16281939#2;0;0;0.16;1;0.04;2.83;2.83;3.50;1.05;1.13;0.00
0.00;3600.00;measure_1;0;;0;0;16281955#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16281955#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16281977;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16282008#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;1;0;16282081;0;0;0.04;1;0.02;12.22;11.58;7.90;4.71;10.66;0.00
0.00;3600.00;measure_1;1;0.03;0;1;16288389#1;0;0;0.03;0;0.01;4.12;4.12;12.16;0.31;3.71;0.00
0.00;3600.00;measure_1;0;0.03;0;1;16288547#0;0;0;0.03;1;0.01;3.12;3.12;11.02;0.64;2.69;0.00
0.00;3600.00;measure_1;0;0.13;0;1;16288547#1;0;0;0.13;1;0.03;2.46;2.46;4.22;1.18;0.85;0.00
0.00;3600.00;measure_1;8;0.23;0;9;16288553#0;0;0;0.23;1;0.11;10.26;91.26;11.31;14.12;9.84;0.00
0.00;3600.00;measure_1;0;;0;0;16288656;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;16288687#0;0;0;0.03;1;0.01;5.64;5.64;10.16;1.35;5.05;0.00
0.00;3600.00;measure_1;0;;0;0;16288687#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16288918;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16288925;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;16288934;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;5.84;0;225;16355922#0;0;0;5.84;225;2.69;5.50;1237.80;11.61;141.27;5.05;0.00
0.00;3600.00;measure_1;0;2.75;0;222;16356001#0;0;0;2.75;220;1.36;26.69;5900.59;22.48;1032.35;26.31;4.00
0.00;3600.00;measure_1;0;0.35;0;19;16356030;0;0;0.35;19;0.17;16.41;311.72;15.34;32.32;16.10;0.00
0.00;3600.00;measure_1;0;6.30;0;215;16356077#1;0;0;6.30;215;2.78;3.93;845.31;10.76;152.98;3.47;0.00
0.00;3600.00;measure_1;0;0.11;0;3;16356077#12;0;0;0.11;3;0.05;4.59;13.78;8.73;4.32;3.80;0.00
0.00;3600.00;measure_1;1;6.24;0;214;16356077#2;0;0;6.24;213;2.76;4.09;875.69;10.75;158.60;3.63;0.00
0.00;3600.00;measure_1;1;6.74;0;213;16356077#3;0;0;6.74;211;2.78;2.70;574.27;10.61;109.72;2.22;0.00
0.00;3600.00;measure_1;0;6.44;1;210;16356077#4;0;0;6.44;211;2.87;4.49;946.23;10.21;193.64;3.98;0.00
0.00;3600.00;measure_1;0;2.39;0;173;16356077#5;0;0;2.39;173;1.15;19.06;1511.33;9.47;409.81;18.42;0.00
0.00;3600.00;measure_1;0;1.30;1;48;16356077#7;0;0;1.30;49;0.63;20.64;1010.73;10.73;184.15;20.11;0.00
0.00;3600.00;measure_1;0;1.78;1;45;16356077#9;0;0;1.78;46;0.81;7.47;343.10;7.83;120.44;6.58;0.00
0.00;3600.00;measure_1;0;;0;0;163606884;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;164854195#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;164854195#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;201.76;1;276;165782029#1;101;102;100.88;204;49.92;833.95;190784.13;0.32;187947.51;823.87;168809.87
0.00;3600.00;measure_1;178;161.57;1163;149;165782029#1-AddedOnRampEdge;440;440;53.86;1112;26.57;97.04;54937.79;1.02;52387.51;92.28;49171.00
0.00;3600.00;measure_1;64;1.57;0;65;165782033#2;0;0;1.57;1;0.78;53.27;3457.88;11.55;363.53;52.86;0.00
0.00;3600.00;measure_1;0;3.57;0;170;165830328;0;0;3.57;170;1.51;2.21;375.43;15.48;164.07;1.93;0.00
0.00;3600.00;measure_1;0;6.11;0;283;165830335#0;0;0;6.11;283;2.74;3.04;859.60;14.52;405.31;2.66;64.00
0.00;3600.00;measure_1;0;13.84;0;281;165830335#1;0;0;13.84;281;6.31;5.47;1536.52;6.55;1148.27;4.92;373.00
0.00;3600.00;measure_1;92;30.22;924;340;165839534#0;953;953;15.11;1155;7.51;65.58;81881.64;11.55;10901.02;64.87;1802.00
0.00;3600.00;measure_1;0;20.52;0;515;165842350#0;62;62;6.84;494;3.25;18.55;9385.33;7.12;4385.31;17.35;1343.00
0.00;3600.00;measure_1;0;;0;0;16885194;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.55;0;1;16885320;0;0;0.55;0;0.02;0.85;0.85;6.36;0.49;0.07;0.00
0.00;3600.00;measure_1;0;1.62;0;20;169043175;0;0;1.62;20;0.69;9.59;191.74;3.94;118.68;7.82;0.00
0.00;3600.00;measure_1;0;;0;0;169043176;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.16;1;98;169502390#3;0;0;1.16;99;0.58;135.00;13364.31;23.69;1908.27;134.63;0.00
0.00;3600.00;measure_1;0;2.77;0;201;169502395#1;0;0;2.77;200;1.28;3.24;651.16;21.67;131.90;3.02;0.00
0.00;3600.00;measure_1;0;2.70;0;199;169502395#2;0;0;2.70;198;1.33;24.24;4818.82;20.65;1092.30;23.79;0.00
0.00;3600.00;measure_1;0;1.03;0;96;169502395#6;0;0;1.03;81;0.51;72.32;6315.44;23.54;847.17;71.98;0.00
0.00;3600.00;measure_1;0;4.55;0;168;170091747;0;0;4.55;168;1.82;2.00;335.36;12.77;97.15;1.54;0.00
0.00;3600.00;measure_1;0;1.83;0;35;170091749;0;0;1.83;35;0.70;3.25;113.89;6.85;48.94;2.43;0.00
0.00;3600.00;measure_1;0;2.42;0;161;170222305#2;0;0;2.42;161;1.17;9.44;1520.52;18.99;199.98;9.11;0.00
0.00;3600.00;measure_1;0;1.56;0;106;170222309#1;0;0;1.56;105;0.75;9.37;986.16;19.32;114.39;9.00;0.00
0.00;3600.00;measure_1;0;4.93;0;92;170222311#0;0;0;4.93;92;2.41;27.88;2565.10;5.36;1882.41;26.73;1266.00
0.00;3600.00;measure_1;0;0.02;0;1;17043696;0;0;0.01;1;0.01;4.03;4.03;12.76;0.44;3.62;0.00
0.00;3600.00;measure_1;0;;0;0;170629281#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.02;0;1;17080243;0;0;0.02;1;0.01;37.45;37.45;12.27;2.97;36.56;0.00
0.00;3600.00;measure_1;0;0.03;1;0;17080244#0;0;0;0.03;1;0.01;15.86;15.35;10.05;3.37;15.13;0.00
0.00;3600.00;measure_1;0;;0;0;17080244#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;16;0.40;0;16;17164806#0;0;0;0.40;0;0.18;4.37;68.51;12.02;8.46;3.98;0.00
0.00;3600.00;measure_1;0;;0;0;17167868;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.09;1;1;17167873#0;0;0;0.09;2;0.04;6.23;11.72;6.90;4.83;5.09;0.00
0.00;3600.00;measure_1;0;;0;0;17167873#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;118.95;1;32;17238182;0;0;118.95;33;1.67;2.60;85.64;2.00;58.94;1.47;45.00
0.00;3600.00;measure_1;0;;0;0;17238246#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;17342746#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.03;0;19;17342746#1;0;0;1.03;19;0.47;14.67;278.74;5.47;149.16;12.96;0.00
0.00;3600.00;measure_1;0;;0;0;17342783#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;17342783#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;17342783#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;17342783#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.61;0;23;17342876;0;0;0.61;23;0.29;11.93;274.45;10.92;39.71;11.00;0.00
0.00;3600.00;measure_1;0;0.55;0;19;17342915;0;0;0.55;19;0.25;4.95;94.03;10.62;20.28;4.46;0.00
0.00;3600.00;measure_1;0;0.03;0;1;17343128;0;0;0.03;1;0.01;10.48;10.48;11.07;1.43;9.04;0.00
0.00;3600.00;measure_1;0;2.89;0;100;17343352#0;0;0;2.89;100;1.30;6.83;683.08;10.34;172.32;6.44;0.00
0.00;3600.00;measure_1;38;3.30;0;100;17343352#1;0;0;3.30;62;1.46;5.05;500.76;9.35;133.01;4.29;0.00
0.00;3600.00;measure_1;0;;0;0;17343352#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.58;0;25;17343481#0;0;0;0.58;25;0.28;14.73;368.17;12.33;32.25;14.32;0.00
0.00;3600.00;measure_1;0;0.77;0;26;17343481#1;0;0;0.77;26;0.35;6.58;171.13;10.19;31.39;5.80;0.00
0.00;3600.00;measure_1;0;0.19;0;8;17343481#2;0;0;0.19;8;0.09;6.93;55.47;12.32;7.30;6.51;0.00
0.00;3600.00;measure_1;0;0.21;0;8;17343481#3;0;0;0.21;8;0.09;2.98;23.87;12.10;1.75;2.48;0.00
0.00;3600.00;measure_1;0;0.30;0;6;17343481#4;0;0;0.30;6;0.12;2.98;17.87;7.32;8.40;2.28;0.00
0.00;3600.00;measure_1;0;;0;0;17343637;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;1;0;17343709;0;0;0.04;1;0.02;8.74;8.00;6.88;4.18;7.71;0.00
0.00;3600.00;measure_1;0;2.55;1;32;17343940#0;0;0;2.55;33;1.19;19.28;634.94;3.84;345.18;17.75;0.00
0.00;3600.00;measure_1;0;0.24;0;7;17343940#1;0;0;0.24;7;0.11;11.51;80.58;8.70;9.15;10.85;0.00
0.00;3600.00;measure_1;0;0.30;0;7;17343940#2;0;0;0.30;7;0.14;15.83;110.82;6.80;34.00;14.51;12.00
0.00;3600.00;measure_1;0;;0;0;17353784#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;7.08;0;49;17364035#0;0;0;7.08;49;3.23;40.28;1973.69;2.05;1671.66;35.65;1047.00
0.00;3600.00;measure_1;0;14.23;0;49;17364094;0;0;7.11;49;3.40;58.17;2850.25;1.04;2615.79;56.88;1870.00
0.00;3600.00;measure_1;0;1.60;0;69;17364390#0;0;0;1.60;69;0.73;5.25;362.51;12.96;146.02;4.96;0.00
0.00;3600.00;measure_1;0;0.18;0;5;17364945#0;0;0;0.18;5;0.07;4.00;20.02;8.88;5.41;3.28;0.00
0.00;3600.00;measure_1;0;0.12;0;4;17364945#1;0;0;0.12;4;0.05;5.58;22.32;10.05;2.87;4.67;0.00
0.00;3600.00;measure_1;0;0.07;1;0;17364945#2;0;0;0.07;1;0.03;6.30;4.95;3.76;3.13;4.95;0.00
0.00;3600.00;measure_1;0;0.02;0;1;17365356;0;0;0.02;1;0.01;18.55;18.55;12.39;1.37;18.16;0.00
0.00;3600.00;measure_1;0;3.00;0;96;17365486;0;0;3.00;96;1.40;11.38;1092.62;9.32;313.28;10.65;0.00
0.00;3600.00;measure_1;0;;0;0;17365515#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;17365515#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.04;0;66;17365773#0;0;0;2.04;66;0.93;9.01;594.77;9.52;162.03;8.12;0.00
0.00;3600.00;measure_1;0;0.11;0;5;17365773#1;0;0;0.11;5;0.05;11.91;59.55;13.53;2.82;11.55;0.00
0.00;3600.00;measure_1;0;0.12;0;5;17365773#3;0;0;0.12;5;0.06;15.35;76.73;11.87;9.75;14.49;0.00
0.00;3600.00;measure_1;0;1.39;0;61;17365908#0;0;0;1.39;61;0.68;25.63;1563.29;12.40;180.48;25.20;0.00
0.00;3600.00;measure_1;0;2.52;0;60;17365908#2;0;0;2.52;60;1.18;11.61;696.76;7.03;321.90;10.63;0.00
0.00;3600.00;measure_1;0;0.37;0;15;17365908#4;0;0;0.37;15;0.18;13.77;206.59;11.52;31.39;12.98;0.00
0.00;3600.00;measure_1;0;0.08;1;2;17365908#7;0;0;0.08;3;0.04;13.39;39.71;10.96;9.12;12.04;0.00
0.00;3600.00;measure_1;0;0.43;0;13;17366015#0;0;0;0.43;13;0.19;7.83;101.84;9.07;30.71;7.11;0.00
0.00;3600.00;measure_1;0;10.17;0;7;175877882#0;0;0;10.17;7;5.05;114.92;804.47;0.23;793.29;113.52;758.00
0.00;3600.00;measure_1;0;135.94;0;420;175877883#1;103;103;45.31;418;18.65;19.40;8133.54;1.11;7786.11;18.67;6537.00
0.00;3600.00;measure_1;0;;0;0;175877884#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.20;0;8;175877885;0;0;0.05;8;0.02;3.27;26.17;12.92;2.83;2.87;0.00
0.00;3600.00;measure_1;0;0.51;1;1;175877886#0;2;2;0.17;2;0.08;23.46;42.65;1.19;38.70;22.90;33.00
0.00;3600.00;measure_1;0;28.40;0;220;175877888#0;0;0;28.40;219;13.41;7.44;1633.94;2.82;1464.70;7.00;1184.00
0.00;3600.00;measure_1;0;34.82;0;226;175877888#1;0;0;34.82;225;14.60;6.13;1383.83;2.62;1251.10;5.69;1023.00
0.00;3600.00;measure_1;0;68.09;0;421;175877890;124;124;34.05;421;15.63;13.15;5520.56;2.09;5102.05;12.19;3883.00
